"DataMessageGUID","SensorID","Sensor Name","Date","Formatted Value"
"c151824a-4ab8-4caf-9591-6d88f0d68564","466021","Humidity - 466021","19-11-15 14:52","29.06% @ 26.3° C"
"a816d390-6f82-4866-a425-1d7d2b19ff82","466021","Humidity - 466021","19-11-15 14:42","29.2% @ 26.1° C"
"1c808276-f69b-4712-b278-41933a92a164","466021","Humidity - 466021","19-11-15 14:32","29.39% @ 26° C"
"d894a296-44af-4884-903d-faf5b83acf17","466021","Humidity - 466021","19-11-15 14:22","29.81% @ 25.8° C"
"7cbd5821-78a5-4f44-97a1-10951e398583","466021","Humidity - 466021","19-11-15 14:12","30.19% @ 25.7° C"
"4bab4be0-2c72-472f-9a35-d58a9a075b05","466021","Humidity - 466021","19-11-15 14:02","30.65% @ 25.5° C"
"1e230501-e8b4-4bac-a3a0-724615eafa11","466021","Humidity - 466021","19-11-15 13:52","31.2% @ 25.4° C"
"094148e0-e520-4f15-9a45-d13782af4af8","466021","Humidity - 466021","19-11-15 13:42","31.81% @ 25.1° C"
"dbe7e78c-3bdb-434d-8fb7-2edf46697d5a","466021","Humidity - 466021","19-11-15 13:32","32.41% @ 24.9° C"
"ea1fa7ed-9d76-4818-80ad-f8516b2ab0d6","466021","Humidity - 466021","19-11-15 13:22","32.76% @ 24.7° C"
"486b9186-772f-4383-bd0f-283a0860e69d","466021","Humidity - 466021","19-11-15 13:12","33.26% @ 24.3° C"
"40cce1f2-0b53-4b32-beab-f4af19f7f0f4","466021","Humidity - 466021","19-11-15 13:02","33.33% @ 24.1° C"
"67fe5316-6283-4348-ae5d-99d19dd37c5e","466021","Humidity - 466021","19-11-15 12:52","33.37% @ 24.2° C"
"9e4dbacb-5b4e-454c-a7ce-79e4ac77c632","466021","Humidity - 466021","19-11-15 12:42","33.37% @ 24.3° C"
"d4d4d43f-5f70-4b70-bd7d-94f1de360f04","466021","Humidity - 466021","19-11-15 12:32","33.41% @ 24.4° C"
"7300eb1d-ecc3-468f-b02d-a4a36a10ec43","466021","Humidity - 466021","19-11-15 12:22","33.33% @ 24.5° C"
"90fd9a16-1dd2-4c04-8074-266356e978cb","466021","Humidity - 466021","19-11-15 12:12","33.32% @ 24.5° C"
"07f5f825-f6fb-41f0-819b-f3dc616eae15","466021","Humidity - 466021","19-11-15 12:02","33.39% @ 24.6° C"
"24289182-8ab9-4780-a71c-dd8336593c2f","466021","Humidity - 466021","19-11-15 11:52","33.43% @ 24.7° C"
"1926bf9e-7641-4c8a-82e2-43ac4f1cc339","466021","Humidity - 466021","19-11-15 11:42","33.57% @ 24.7° C"
"6900030c-e979-4d3b-93d7-049c6097e3af","466021","Humidity - 466021","19-11-15 11:32","33.67% @ 24.8° C"
